area_type,availability,location,total_sqft,bath,price,bedrooms
Super built-up  Area,18-Aug,Whitefield,1160.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1950.0,2.0,89.5,3
Super built-up  Area,Ready To Move,Vittasandra,1650.0,3.0,85.0,3
Built-up  Area,Ready To Move,Annapurneshwari Nagar,2400.0,4.0,150.0,4
Super built-up  Area,Ready To Move,Abbigere,795.0,1.0,32.6,2
Plot  Area,Ready To Move,Raghavendra Nagar,800.0,5.0,95.0,5
Plot  Area,Ready To Move,TC Palaya,1400.0,5.0,97.0,5
Super built-up  Area,Ready To Move,Kalyan nagar,2285.0,4.0,165.0,3
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Kammagondahalli,1263.0,2.0,51.5,2
Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,1200.0,4.0,115.0,5
Super built-up  Area,Ready To Move,Hennur,1345.0,2.0,69.0,3
Built-up  Area,Ready To Move,D Group Employees Layout,4400.0,5.0,240.0,5
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,60.55,2
Super built-up  Area,Ready To Move,Alfa Garden Layout,1050.0,2.0,38.0,2
Super built-up  Area,Ready To Move,Uttarahalli,1460.0,3.0,76.0,3
Super built-up  Area,Ready To Move,Banagiri Nagar,1525.0,2.0,91.48,3
Built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,85.0,3
Super built-up  Area,18-Aug,Ananth Nagar,1000.0,2.0,25.0,2
Super built-up  Area,Ready To Move,Koramangala,1642.0,2.0,115.0,3
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,66.0,3
Super built-up  Area,Ready To Move,Austin Town,975.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,44.0,3
Super built-up  Area,18-Feb,Panathur,1210.0,2.0,77.93,2
Super built-up  Area,Ready To Move,Rammana Layout,2000.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Akshaya Nagar,1225.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Jakkur,1290.0,2.0,80.04,2
Built-up  Area,Ready To Move,Remco Bhel Layout,1220.0,2.0,56.0,2
Plot  Area,Ready To Move,A Narayanapura,1500.0,2.0,85.0,1
Super built-up  Area,Ready To Move,Kaggadasapura,1361.0,2.0,79.0,2
Plot  Area,Ready To Move,Frazer Town,2801.25,4.0,462.0,5
Built-up  Area,Ready To Move,1st Phase JP Nagar,1394.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Yelahanka,870.0,2.0,27.0,2
Plot  Area,Ready To Move,Marasandra,5000.0,5.0,300.0,4
Super built-up  Area,18-May,Rajaji Nagar,1222.0,2.0,98.0,2
Super built-up  Area,Ready To Move,Hebbal,1420.0,2.0,99.39,2
Super built-up  Area,Ready To Move,Bellandur,1846.0,3.0,135.0,3
Plot  Area,Ready To Move,Benson Town,1688.12,2.0,270.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1167.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Ananth Nagar,902.0,2.0,25.0,2
Super built-up  Area,Ready To Move,Kannamangala,2422.0,4.0,135.0,4
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,52.5,2
Built-up  Area,Ready To Move,Rajapura,1000.0,2.0,50.0,2
Built-up  Area,Ready To Move,Kundalahalli,1260.0,2.0,58.0,2
Built-up  Area,Ready To Move,Banashankari Stage II,3000.0,3.0,450.0,3
Super built-up  Area,Ready To Move,Jigani,939.0,2.0,39.0,2
Plot  Area,Ready To Move,Konanakunte,1590.0,6.0,150.0,9
Plot  Area,Ready To Move,Jalahalli,600.0,1.0,37.0,1
Built-up  Area,Ready To Move,8th Phase JP Nagar,1298.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Marathahalli,1710.0,3.0,135.0,3
Super built-up  Area,Ready To Move,Subramanyapura,1000.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,3350.0,3.0,150.0,3
Plot  Area,Ready To Move,Bagalakunte,1200.0,4.0,138.0,2
Built-up  Area,Ready To Move,RPC layout,1100.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Jalahalli,615.0,1.0,46.0,1
Super built-up  Area,18-Apr,Sarjapur  Road,1350.0,2.0,85.0,2
Built-up  Area,Ready To Move,Sultan Palaya,5000.0,5.0,325.0,4
Super built-up  Area,Ready To Move,Cunningham Road,2700.0,3.0,501.0,3
Plot  Area,Ready To Move,Vijaya Bank Layout,4000.0,6.0,460.0,6
Super built-up  Area,Ready To Move,Hegde Nagar,1718.0,3.0,130.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,112.0,3
Plot  Area,Ready To Move,Hulimavu,1500.0,2.0,90.0,2
Super built-up  Area,18-May,Sarjapur  Road,1157.0,2.0,72.0,3
Super built-up  Area,Ready To Move,Akshaya Nagar,1179.0,2.0,51.0,2
Super built-up  Area,Ready To Move,Hulimavu,1315.0,2.0,60.48,2
Super built-up  Area,18-Mar,Phase 1 Kammasandra,1105.0,2.0,28.18,2
Super built-up  Area,Ready To Move,Banashankari,1800.0,3.0,175.0,3
Super built-up  Area,Ready To Move,Jalahalli East,1010.0,2.0,52.0,2
Super built-up  Area,18-Jan,Electronic City,630.0,1.0,46.0,1
Plot  Area,19-Apr,Anekal,1200.0,2.0,36.1,2
Super built-up  Area,Ready To Move,Kaval Byrasandra,1025.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Hennur Road,1195.0,2.0,59.0,2
Super built-up  Area,18-Feb,Whitefield,1012.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Hegde Nagar,1884.0,4.0,118.0,3
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,77.99,3
Super built-up  Area,Ready To Move,Amblipura,2950.0,4.0,250.0,4
Super built-up  Area,Ready To Move,Harlur,1710.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Uttarahalli,1500.0,3.0,68.0,3
Super built-up  Area,Ready To Move,Kodichikkanahalli,1310.0,2.0,53.0,3
Super built-up  Area,18-Dec,Dommasandra,674.0,1.0,19.9,2
Built-up  Area,Ready To Move,Hoodi,1350.0,3.0,70.0,3
Built-up  Area,Ready To Move,Hennur Gardens,1464.0,2.0,115.0,3
Built-up  Area,Ready To Move,Marsur,715.0,2.0,29.0,3
Built-up  Area,18-Dec,Electronic City,1400.0,2.0,40.45,3
Super built-up  Area,19-Dec,Electronic City Phase II,1625.0,2.0,48.75,3
Built-up  Area,18-Dec,Electronic City,1065.0,2.0,30.76,2
Plot  Area,Ready To Move,Kumaraswami Layout,510.0,4.0,70.0,6
Super built-up  Area,Ready To Move,HMT Layout,1385.0,3.0,90.0,3
Super built-up  Area,Ready To Move,CV Raman Nagar,1040.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Haralur Road,1817.0,3.0,110.0,3
Super built-up  Area,Ready To Move,Volagerekallahalli,1205.0,2.0,47.0,2
Super built-up  Area,Ready To Move,Volagerekallahalli,1070.0,2.0,33.43,2
Super built-up  Area,Ready To Move,Kodathi,1070.0,2.0,52.0,2
Super built-up  Area,Ready To Move,Amruthahalli,1340.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Kalena Agrahara,980.0,2.0,35.0,2
Built-up  Area,Ready To Move,8th Phase JP Nagar,1006.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Thanisandra,1098.0,2.0,71.0,2
Built-up  Area,Ready To Move,Mico Layout,1200.0,2.0,53.5,2
Super built-up  Area,Ready To Move,Thigalarapalya,4190.0,4.0,325.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,1019.0,2.0,62.0,2
Super built-up  Area,18-May,Whitefield,1150.0,2.0,40.21,2
Plot  Area,Ready To Move,Anekal,1733.5,3.0,120.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,1415.0,2.0,120.0,2
Built-up  Area,21-Dec,"Electronic city Phase 1, ",1750.0,3.0,58.0,3
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,1537.0,3.0,81.0,3
Built-up  Area,Ready To Move,Chennappa Layout,1050.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,1452.0,3.0,55.6,3
Super built-up  Area,Ready To Move,Domlur,1246.0,2.0,95.0,2
Built-up  Area,Ready To Move,Yelahanka,1890.0,4.0,85.0,3
Super built-up  Area,18-May,Electronic City Phase II,972.0,2.0,40.0,2
Plot  Area,Ready To Move,5th Block Jayanagar,10624.0,4.0,2340.0,4
Plot  Area,Ready To Move,Brookefield,1500.0,5.0,160.0,4
Super built-up  Area,18-Aug,Electronic City,630.0,1.0,33.7,1
Plot  Area,18-Mar,Kothanur,1050.0,5.0,80.0,8
Built-up  Area,Ready To Move,Shingapura,1255.0,2.0,60.0,3
Plot  Area,Ready To Move,Ramamurthy Nagar,1900.0,4.0,185.0,4
Plot  Area,Ready To Move,Doddaballapur,2440.0,3.0,142.0,3
Super built-up  Area,21-May,Kanakpura Road,1938.0,3.0,92.69,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1711.0,3.0,125.0,3
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,240.0,5
Super built-up  Area,18-Jul,CV Raman Nagar,1392.0,2.0,95.0,2
Super built-up  Area,18-Mar,Haralur Road,1225.0,2.0,77.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,3418.0,3.0,235.0,4
Super built-up  Area,Ready To Move,Green Glen Layout,1750.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Subramanyapura,1260.0,2.0,80.0,3
Super built-up  Area,19-Dec,Sarjapur  Road,691.0,1.0,31.1,1
Plot  Area,Ready To Move,BTM 2nd Stage,2400.0,3.0,400.0,4
Super built-up  Area,Ready To Move,Haralur Road,1285.0,2.0,78.0,2
Built-up  Area,Ready To Move,Hebbal,1590.0,3.0,96.0,3
Super built-up  Area,Ready To Move,9th Phase JP Nagar,1571.0,3.0,65.0,3
Built-up  Area,Ready To Move,Hebbal Kempapura,2800.0,5.0,220.0,5
Super built-up  Area,Ready To Move,Garudachar Palya,1060.0,2.0,48.66,2
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,58.0,2
Plot  Area,Ready To Move,Govindapura,702.0,4.0,65.0,4
Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,2400.0,2.0,185.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1520.0,2.0,81.0,3
Super built-up  Area,Ready To Move,Gollahalli,1170.0,2.0,45.51,2
Super built-up  Area,Ready To Move,OMBR Layout,1580.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,89.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
Built-up  Area,Ready To Move,Kodichikkanahalli,1680.0,2.0,59.0,2
Built-up  Area,Ready To Move,Whitefield,1495.0,2.0,70.0,3
Super built-up  Area,18-Mar,Yelahanka,1835.0,3.0,108.0,3
Plot  Area,Ready To Move,Banjara Layout,610.0,3.0,60.0,3
Built-up  Area,Ready To Move,Nagawara Junction,1080.0,2.0,38.0,2
Built-up  Area,18-Dec,Electronic City,1025.0,2.0,29.61,2
Super built-up  Area,18-Aug,Haralur Road,1225.0,2.0,67.48,2
Super built-up  Area,20-Jan,Balagere,656.0,1.0,34.77,1
Super built-up  Area,Ready To Move,Sarjapur  Road,994.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Thirupalya,1025.0,2.0,65.0,2
Built-up  Area,Ready To Move,Marathahalli,1156.0,2.0,52.0,2
Super built-up  Area,Ready To Move,JP Nagar,1250.0,2.0,60.0,2
Built-up  Area,Ready To Move,Kundalahalli,3092.0,4.0,230.0,4
Super built-up  Area,Ready To Move,Hegde Nagar,1930.0,4.0,122.0,3
Built-up  Area,Ready To Move,New Thippasandra,1020.0,2.0,70.0,2
Built-up  Area,Ready To Move,Kumaraswami Layout,1310.0,2.0,70.0,3
Super built-up  Area,19-Dec,Jalahalli,612.5,1.0,27.565,1
Built-up  Area,Ready To Move,Kanakpura Road,1322.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Kothanur,1160.0,2.0,57.0,2
Super built-up  Area,Ready To Move,5th Block Hbr Layout,1100.0,2.0,48.0,2
Built-up  Area,Ready To Move,Lakshminarayana Pura,1720.0,3.0,150.0,3
Super built-up  Area,18-Jul,Hosur Road,1689.0,3.0,103.0,3
Super built-up  Area,Ready To Move,Chikkalasandra,1090.0,2.0,47.42,2
Super built-up  Area,Ready To Move,KR Puram,2000.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,1155.0,2.0,69.0,2
Built-up  Area,Ready To Move,Vishveshwarya Layout,4000.0,6.0,230.0,6
Built-up  Area,18-Jun,Sarjapur  Road,3913.0,5.0,176.0,4
Super built-up  Area,Ready To Move,Hebbal,3520.0,5.0,320.0,3
Super built-up  Area,18-Jun,JP Nagar,1125.0,2.0,39.98,2
Built-up  Area,18-Apr,Yelahanka,1847.0,3.0,92.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1515.0,2.0,76.0,3
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
Plot  Area,Ready To Move,Yelahanka,2500.0,3.0,120.0,5
Built-up  Area,Ready To Move,Sarjapur  Road,1130.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Bellandur,1049.0,2.0,51.0,2
Super built-up  Area,Ready To Move,Amruthahalli,2650.0,4.0,175.0,3
Super built-up  Area,18-Dec,Varthur Road,850.0,2.0,25.4,2
Super built-up  Area,20-Jan,Badavala Nagar,1842.0,3.0,115.0,3
Plot  Area,Ready To Move,Govindaraja Nagar Ward,2600.0,5.0,370.0,5
Super built-up  Area,20-Dec,Jakkur,1282.0,2.0,72.0,2
Super built-up  Area,Ready To Move,Kalena Agrahara,800.0,2.0,40.0,2
Plot  Area,Ready To Move,Gidada Konnenahalli,1200.0,4.0,240.0,4
Super built-up  Area,18-Sep,Chandapura,1190.0,2.0,30.35,3
Super built-up  Area,18-May,Magadi Road,1318.0,2.0,68.0,3
Super built-up  Area,19-Jul,Kanakpura Road,1698.0,2.0,105.0,2
Super built-up  Area,Ready To Move,Jayanagar,2030.0,2.0,182.0,3
Super built-up  Area,Ready To Move,Kammasandra,1276.0,2.0,31.9,3
Super built-up  Area,Ready To Move,Shikaripalya,1555.0,2.0,67.0,3
Super built-up  Area,17-May,Sarjapur  Road,1881.0,3.0,145.0,3
Super built-up  Area,Ready To Move,frazertown,2900.0,3.0,325.0,3
Super built-up  Area,18-Jul,Yelahanka,1890.0,3.0,109.0,3
Super built-up  Area,Ready To Move,M V Extenstion,900.0,5.0,135.0,5
Super built-up  Area,20-Dec,Old Madras Road,935.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Cox Town,1000.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Singasandra,1510.0,3.0,75.0,3
Built-up  Area,Ready To Move,Uttarahalli,1120.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Ananth Nagar,930.0,2.0,25.99,2
Super built-up  Area,Ready To Move,Electronic City,1160.0,2.0,42.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
Super built-up  Area,Ready To Move,Talaghattapura,1175.0,2.0,62.0,2
Built-up  Area,Ready To Move,Bellandur,1350.0,2.0,63.0,3
Super built-up  Area,Ready To Move,Malleshwaram,2215.0,3.0,330.0,3
Super built-up  Area,Ready To Move,Attibele,996.0,2.0,24.9,2
Super built-up  Area,19-Dec,Anjanapura,1076.0,2.0,30.13,2
Super built-up  Area,Ready To Move,Off Bannergatta road,2180.0,4.0,115.0,4
Super built-up  Area,Ready To Move,Kasavanhalli,1715.0,3.0,112.0,3
Super built-up  Area,Ready To Move,Hebbal,1072.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Panathur,1230.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Murugeshpalya,1600.0,2.0,65.0,3
Super built-up  Area,18-Dec,Thanisandra,1411.0,3.0,93.25,3
Built-up  Area,Ready To Move,Rayasandra,3600.0,5.0,145.0,5
Super built-up  Area,Ready To Move,Jalahalli,2404.0,3.0,138.0,3
Plot  Area,Ready To Move,Sahakara Nagar,1200.0,4.0,190.0,4
Plot  Area,18-Apr,Nagarbhavi,1200.0,3.0,226.0,3
Built-up  Area,Ready To Move,Doddathoguru,1208.0,3.0,45.0,3
Plot  Area,Ready To Move,Yeshwanthpur,1700.0,5.0,300.0,5
Super built-up  Area,18-Dec,Haralur Road,1225.0,2.0,69.84,2
Super built-up  Area,18-Sep,Hebbal,1162.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Thanisandra,1262.0,2.0,65.0,3
Super built-up  Area,18-Apr,Konanakunte Cross,1050.0,2.0,35.0,2
Built-up  Area,18-Dec,Electronic City Phase II,1160.0,2.0,33.51,2
Plot  Area,18-Jul,Channasandra,1500.0,3.0,61.95,3
Super built-up  Area,Ready To Move,Vaderahalli,1610.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Whitefield,1340.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,182.0,3
Super built-up  Area,Ready To Move,Budigere,1162.0,2.0,58.0,2
Built-up  Area,Ready To Move,Manorayana Palya,1500.0,2.0,145.0,2
Plot  Area,Ready To Move,Hiremath Layout,3150.0,3.0,135.0,4
Super built-up  Area,18-Jul,Hosa Road,1170.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,980.0,2.0,25.0,2
Built-up  Area,Ready To Move,Channasandra,1800.0,3.0,60.0,3
Super built-up  Area,20-Dec,Banashankari Stage VI,1423.0,2.0,71.73,3
Super built-up  Area,Ready To Move,Kaggadasapura,1106.0,2.0,40.0,2
Built-up  Area,Ready To Move,Kereguddadahalli,1105.0,2.0,27.6,2
Plot  Area,Ready To Move,Cunningham Road,7500.0,6.0,1800.0,4
Super built-up  Area,Ready To Move,Tirumanahalli,1255.0,2.0,56.7,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1525.0,2.0,65.0,3
Super built-up  Area,17-Aug,Babusapalaya,1061.0,2.0,38.95,2
Plot  Area,19-Mar,Hoskote near,600.0,2.0,29.5,2
Super built-up  Area,18-May,Electronic City Phase II,1400.0,2.0,40.45,3
Super built-up  Area,Ready To Move,Domlur,2100.0,3.0,145.0,3
Super built-up  Area,Ready To Move,Electronic City,660.0,1.0,16.5,2
Built-up  Area,Ready To Move,Kengeri,633.0,1.0,18.0,2
Super built-up  Area,Ready To Move,Indira Nagar,1260.0,2.0,120.0,2
Super built-up  Area,Ready To Move,ITPL,907.0,2.0,55.43,2
Super built-up  Area,18-Oct,Hennur Road,2047.0,3.0,67.55,3
Built-up  Area,Ready To Move,"Haralur Road, ",2597.0,4.0,189.0,4
Built-up  Area,Ready To Move,Bellandur,1211.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Hennur Road,1904.0,3.0,129.0,3
Super built-up  Area,20-Jan,Balagere,1205.0,2.0,73.87,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1164.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,1410.0,2.0,73.0,2
Built-up  Area,Ready To Move,Green View Layout,1150.0,2.0,42.0,2
Super built-up  Area,18-Jul,Udayapur Village,1170.0,2.0,53.11,2
Built-up  Area,Ready To Move,Hennur,1420.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Panathur,1125.0,2.0,45.0,2
Built-up  Area,Ready To Move,NRI Layout,1789.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Hulimavu,1021.0,2.0,76.0,2
Super built-up  Area,18-May,Ananth Nagar,1074.0,2.0,26.85,2
Super built-up  Area,Ready To Move,Kalena Agrahara,1222.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Hennur Road,1981.0,3.0,134.0,3
Built-up  Area,Ready To Move,Yelachenahalli,1103.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Adugodi,1201.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,970.0,2.0,36.0,2
Super built-up  Area,Ready To Move,Sarjapur,920.0,2.0,33.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1520.0,3.0,85.0,3
Plot  Area,Ready To Move,Chikkathoguru,675.0,3.0,75.0,3
Super built-up  Area,17-Nov,Sonnenahalli,1268.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Thippasandra,660.0,1.0,30.0,1
Super built-up  Area,Ready To Move,Harlur,1755.0,3.0,115.0,3
Super built-up  Area,Ready To Move,Hoskote,945.0,2.0,35.0,2
Carpet  Area,18-Jul,8th Phase JP Nagar,500.0,1.0,33.0,1
Super built-up  Area,Ready To Move,Harlur,2820.0,4.0,153.5,4
Built-up  Area,Ready To Move,Bommenahalli,1632.0,3.0,140.0,4
Super built-up  Area,Ready To Move,Rachenahalli,1167.0,2.0,37.5,2
Super built-up  Area,Ready To Move,Domlur,1276.0,2.0,80.0,2
Built-up  Area,Ready To Move,Thanisandra,1234.0,2.0,51.0,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1180.0,2.0,75.0,2
Super built-up  Area,Ready To Move,ISRO Layout,1370.0,2.0,87.0,3
Super built-up  Area,18-Sep,Chandapura,1015.0,2.0,25.88,2
Plot  Area,Ready To Move,RK Colony,1200.0,9.0,230.0,9
Built-up  Area,Ready To Move,Electronic City,1400.0,3.0,90.0,3
Plot  Area,Ready To Move,Whitefield,1500.0,6.0,155.0,5
Plot  Area,Ready To Move,Bagalakunte,1050.0,2.0,40.0,2
Super built-up  Area,18-Jul,Ramagondanahalli,1251.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1677.0,3.0,92.13,3
Super built-up  Area,19-Mar,Sarjapur  Road,1346.0,2.0,67.38,2
Built-up  Area,18-Jul,Electronic City Phase II,1090.0,2.0,31.48,2
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1200.0,4.0,240.0,5
Super built-up  Area,Ready To Move,Kanakapura,1290.0,2.0,51.1,3
Super built-up  Area,18-Jul,Rajaji Nagar,7514.0,7.0,1500.0,5
Super built-up  Area,Ready To Move,Sarjapur  Road,1881.0,3.0,145.0,3
Super built-up  Area,Ready To Move,Garudachar Palya,1150.0,2.0,52.0,2
Built-up  Area,Ready To Move,Sarjapur,2690.0,3.0,295.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1200.0,2.0,42.0,3
Super built-up  Area,Ready To Move,Dairy Circle,2735.0,4.0,340.0,3
Built-up  Area,Ready To Move,Austin Town,950.0,2.0,65.0,2
Built-up  Area,Ready To Move,Bommasandra Industrial Area,1491.0,3.0,40.5,3
Super built-up  Area,19-Jul,Ramamurthy Nagar,1050.0,2.0,51.66,2
Super built-up  Area,22-Jun,Hoodi,1660.0,3.0,131.0,3
Super built-up  Area,Ready To Move,Nagavarapalya,1134.0,2.0,55.0,2
Built-up  Area,Ready To Move,Hebbal,1100.0,2.0,60.0,2
Plot  Area,Ready To Move,Magadi Road,800.0,4.0,60.0,4
Plot  Area,19-May,Anekal,1200.0,2.0,36.1,2
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,240.0,4
Plot  Area,Ready To Move,kg halli jalhalli west,980.0,3.0,80.0,3
Super built-up  Area,Ready To Move,Vasatha Vallbha Nagar,1080.0,2.0,37.8,2
Super built-up  Area,Ready To Move,CV Raman Nagar,705.0,2.0,50.0,1
Super built-up  Area,Ready To Move,BAGUR ROAD,1200.0,2.0,35.0,3
Super built-up  Area,Ready To Move,Anandapura,1200.0,2.0,50.0,2
Super built-up  Area,21-Dec,Talaghattapura,1804.0,3.0,127.0,3
Built-up  Area,Ready To Move,Sidedahalli,750.0,2.0,20.0,2
Super built-up  Area,Ready To Move,Shanti Nagar,420.0,1.0,25.0,2
Built-up  Area,Ready To Move,Malleshwaram,2800.0,4.0,252.0,4
Super built-up  Area,18-May,Battarahalli,1090.0,2.0,38.37,2
Plot  Area,Ready To Move,R.T. Nagar,1500.0,2.0,230.0,2
Built-up  Area,Ready To Move,Electronic City,1287.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Thigalarapalya,2215.0,4.0,157.0,3
Plot  Area,Ready To Move,Kadubeesanahalli,2800.0,4.0,375.0,4
Built-up  Area,Ready To Move,Sarjapur  Road,1045.0,2.0,42.15,2
Super built-up  Area,19-Jul,Hormavu,1263.0,2.0,47.36,2
Super built-up  Area,Ready To Move,Whitefield,1431.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Dommasandra,999.0,2.0,32.9,2
Super built-up  Area,Ready To Move,Vittasandra,1650.0,3.0,85.5,3
Super built-up  Area,Ready To Move,Lavakusha Nagar,1535.0,3.0,72.0,3
Super built-up  Area,18-Apr,Marathahalli,2524.0,5.0,180.0,4
Super built-up  Area,21-Dec,Kanakpura Road,1300.0,3.0,69.0,3
Plot  Area,Ready To Move,1st Block HRBR Layout,600.0,3.0,125.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2095.0,3.0,150.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,284.0,1.0,8.0,1
Super built-up  Area,18-Jun,Ananth Nagar,500.0,1.0,14.0,1
Super built-up  Area,Ready To Move,Nallurhalli,1265.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Kudlu Gate,1215.0,2.0,44.96,2
Plot  Area,Ready To Move,Yelahanka New Town,2200.0,2.0,180.0,2
Built-up  Area,Ready To Move,Electronics City Phase 1,1028.0,2.0,51.0,2
Super built-up  Area,Ready To Move,Hegde Nagar,1835.0,2.0,92.0,3
Super built-up  Area,Ready To Move,Munnekollal,1800.0,3.0,65.0,3
Super built-up  Area,18-May,1st Phase JP Nagar,2077.0,3.0,175.0,3
Plot  Area,Ready To Move,Sarjapur  Road,2880.0,3.0,211.0,4
Built-up  Area,Ready To Move,Balepet,499.0,5.0,89.0,6
Super built-up  Area,Ready To Move,Dasanapura,708.0,2.0,31.15,2
Super built-up  Area,Ready To Move,Basavangudi,1200.0,2.0,120.0,2
Built-up  Area,Ready To Move,Hosakerehalli,925.0,2.0,46.25,2
Built-up  Area,18-Mar,Bannerghatta Road,2826.0,3.0,148.0,3
Carpet  Area,20-Dec,Kanakpura Road,458.0,1.0,33.66,1
Built-up  Area,Ready To Move,Annasandrapalya,3500.0,4.0,150.0,4
Plot  Area,Ready To Move,Bileshivale,5400.0,4.0,250.0,4
Plot  Area,Ready To Move,9th Block Jayanagar,1000.0,5.0,200.0,4
Built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Kasavanhalli,1100.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Kadubeesanahalli,1185.0,2.0,55.0,2
Built-up  Area,Ready To Move,9th Phase JP Nagar,1900.0,4.0,80.0,4
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,70.0,2
Super built-up  Area,20-Apr,Shettigere,660.0,1.0,35.0,1
Super built-up  Area,Ready To Move,Ambedkar Nagar,1920.0,4.0,121.0,3
Plot  Area,Ready To Move,Jalahalli,1200.0,2.0,130.0,2
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4550.0,2.0,240.0,4
Super built-up  Area,18-Sep,Bhoganhalli,1205.0,2.0,68.32,2
Super built-up  Area,Ready To Move,Haralur Road,1200.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,1421.0,2.0,73.0,3
